ICD_Code,Lag,Model,MRD_Improved,MRD_Worsened,Intercept,SM,Improved_p,Worsened_p,Improved_rhat,Worsened_rhat,Improved_ess_bulk,Worsened_ess_bulk,Improved_ess_tail,Worsened_ess_tail,Rhat_max,N
"N00_N29_C64_C65",10,"EQI","0.14(-0.33,0.60)","0.43(-0.13,1.00)","1.72(1.11,2.33)***","0.37(0.18,0.56)***","0.5568","0.1348","1.0001","1.0013",4966,5191,3265,4041,1.002,3136
"N00_N29_C64_C65",10,"Air","-0.26(-0.72,0.22)","0.20(-0.41,0.81)","1.94(1.34,2.55)***","0.36(0.18,0.54)***","0.2631","0.5243","1.0021","1.0013",5224,6027,3945,4006,1.0021,3136
"N00_N29_C64_C65",10,"Water","-0.80(-1.64,0.03)","-0.25(-1.00,0.45)","1.95(1.39,2.51)***","0.36(0.17,0.55)***","0.0585","0.4897","1.0006","1.0007",3807,3114,3363,2837,1.0008,3136
"N00_N29_C64_C65",10,"Land","-0.25(-0.76,0.27)","0.25(-0.32,0.82)","1.93(1.26,2.59)***","0.37(0.18,0.56)***","0.3318","0.3843","1.0005","1.0003",5989,6012,3587,4136,1.002,3136
"N00_N29_C64_C65",10,"Built","0.01(-0.56,0.59)","-0.08(-0.70,0.54)","1.88(1.14,2.59)***","0.37(0.18,0.55)**","0.9867","0.7988","1.0003","1.0010",4073,4352,3370,3166,1.0015,3136
"N00_N29_C64_C65",10,"Social","-0.70(-1.36,-0.03)*","-0.16(-0.91,0.58)","2.29(1.50,3.08)***","0.33(0.14,0.51)**","0.0431","0.6801","1.0007","1.0007",4576,4543,3797,3571,1.0009,3136
"N00_N29_C64_C65",10,"RUCC_1_EQI","0.17(-0.33,0.66)","0.52(-0.24,1.27)","1.78(1.02,2.55)***","0.48(0.25,0.69)***","0.5055","0.1635","1.0006","1.0010",5567,5934,3674,3661,1.0014,1088
"N00_N29_C64_C65",10,"RUCC_1_Air","-0.17(-0.71,0.38)","-0.63(-1.75,0.48)","2.08(1.27,2.87)***","0.48(0.27,0.70)***","0.5263","0.2714","1.0006","0.9998",5262,8059,3843,3723,1.0008,1088
"N00_N29_C64_C65",10,"RUCC_1_Water","-1.63(-2.60,-0.66)**","-0.18(-0.93,0.57)","2.05(1.36,2.73)***","0.46(0.24,0.67)***","0.0019","0.6517","1.0008","1.0008",6667,7490,4240,3727,1.0021,1088
"N00_N29_C64_C65",10,"RUCC_1_Land","-0.35(-0.88,0.18)","0.26(-0.41,0.94)","2.05(1.23,2.86)***","0.47(0.24,0.69)***","0.1873","0.4726","1.0009","1.0020",5622,5358,3865,3764,1.002,1088
"N00_N29_C64_C65",10,"RUCC_1_Built","0.01(-0.67,0.66)","-0.07(-0.80,0.66)","1.93(1.05,2.82)***","0.47(0.25,0.69)***","0.9717","0.8367","1.0008","1.0006",3560,3390,3767,3266,1.0013,1088
"N00_N29_C64_C65",10,"RUCC_1_Social","-0.65(-1.52,0.24)","0.46(-0.79,1.76)","2.45(1.38,3.49)***","0.46(0.24,0.68)***","0.1539","0.4843","1.0009","0.9998",2716,3115,3484,3468,1.0009,1088
"N00_N29_C64_C65",10,"RUCC_2_EQI","0.32(-1.02,1.70)","0.13(-1.43,1.55)","2.23(0.76,3.73)**","0.40(-0.29,1.01)","0.6409","0.8409","1.0018","1.0030",2105,1659,3351,2857,1.0071,323
"N00_N29_C64_C65",10,"RUCC_2_Air","0.41(-0.84,1.57)","-0.22(-1.69,1.30)","2.17(0.65,3.61)**","0.35(-0.30,0.92)","0.5072","0.7559","1.0017","1.0032",1908,1913,2266,2603,1.0032,323
"N00_N29_C64_C65",10,"RUCC_2_Water","0.42(-1.52,2.28)","0.49(-1.18,2.00)","2.23(0.88,3.52)**","0.38(-0.30,0.98)","0.6472","0.5226","1.0011","1.0012",4227,3923,3166,3135,1.0043,323
"N00_N29_C64_C65",10,"RUCC_2_Land","0.82(-0.89,2.42)","0.53(-0.92,1.63)","2.04(0.60,3.46)**","0.47(-0.17,1.00)","0.3276","0.3651","1.0018","1.0063",1747,921,2373,1181,1.0063,323
"N00_N29_C64_C65",10,"RUCC_2_Built","0.73(-0.84,2.31)","0.85(-0.81,2.70)","1.86(0.10,3.48)*","0.45(-0.23,1.07)","0.3714","0.3776","1.0292","1.0583",228,70,2163,1753,1.0583,323
"N00_N29_C64_C65",10,"RUCC_2_Social","-0.24(-1.71,1.23)","0.55(-1.26,2.32)","2.30(0.66,3.94)**","0.29(-0.36,0.96)","0.7530","0.5518","1.0023","1.0018",1617,2308,2992,2903,1.0042,323
"N00_N29_C64_C65",10,"RUCC_3_EQI","0.69(-0.85,2.21)","0.59(-0.96,2.14)","2.06(0.54,3.53)**","0.19(-0.36,0.73)","0.3622","0.4414","1.0005","1.0002",4826,4346,3762,4003,1.0007,1057
"N00_N29_C64_C65",10,"RUCC_3_Air","-0.48(-2.06,1.14)","0.74(-0.68,2.18)","2.42(0.81,3.98)**","0.21(-0.36,0.78)","0.5472","0.3110","1.0014","1.0022",3372,3063,3301,3369,1.0022,1057
"N00_N29_C64_C65",10,"RUCC_3_Water","0.12(-1.81,2.02)","0.16(-1.63,1.91)","2.46(1.19,3.68)***","0.19(-0.40,0.75)","0.8817","0.8479","1.0004","1.0017",4996,6463,3634,3365,1.0017,1057
"N00_N29_C64_C65",10,"RUCC_3_Land","-0.43(-2.02,1.14)","-0.86(-2.42,0.70)","3.05(1.34,4.63)***","0.22(-0.34,0.76)","0.6059","0.2847","1.0002","0.9999",3119,3080,3449,3933,1.0003,1057
"N00_N29_C64_C65",10,"RUCC_3_Built","1.27(-0.50,3.02)","1.59(-0.22,3.41)","1.32(-0.49,3.15)","0.17(-0.40,0.71)","0.1618","0.0794","1.0021","1.0026",3580,3164,3798,3287,1.0026,1057
"N00_N29_C64_C65",10,"RUCC_3_Social","-0.41(-2.30,1.44)","0.66(-1.02,2.40)","2.13(0.32,3.86)*","0.09(-0.51,0.67)","0.6705","0.4372","1.0022","1.0012",3457,3210,3347,3840,1.0024,1057
"N00_N29_C64_C65",10,"RUCC_4_EQI","0.18(-2.21,2.61)","0.25(-1.78,2.25)","1.23(-0.44,3.02)","0.26(-0.40,0.96)","0.8779","0.7975","0.9999","1.0016",5492,4331,3723,4061,1.0018,668
"N00_N29_C64_C65",10,"RUCC_4_Air","0.65(-5.24,6.50)","0.57(-1.28,2.52)","1.14(-0.42,2.71)","0.29(-0.36,0.98)","0.8305","0.5651","1.0011","1.0006",7300,4978,3668,3683,1.0011,668
"N00_N29_C64_C65",10,"RUCC_4_Water","-0.19(-3.11,2.80)","-1.66(-4.13,0.83)","1.60(0.10,3.17)*","0.26(-0.44,0.97)","0.9088","0.1818","1.0001","1.0012",5786,4161,3981,3847,1.0012,668
"N00_N29_C64_C65",10,"RUCC_4_Land","-0.25(-2.20,1.71)","-0.35(-2.85,2.17)","1.55(-0.35,3.46)","0.28(-0.42,0.99)","0.7925","0.7817","1.0001","1.0010",4508,6120,3788,3756,1.001,668
"N00_N29_C64_C65",10,"RUCC_4_Built","-1.84(-4.21,0.56)","-1.81(-4.08,0.45)","2.83(0.65,5.09)*","0.31(-0.37,1.00)","0.1298","0.1106","1.0005","1.0009",4012,3826,3333,3305,1.0013,668
"N00_N29_C64_C65",10,"RUCC_4_Social","-1.16(-4.09,1.71)","-0.69(-3.00,1.58)","2.01(-0.39,4.41)","0.27(-0.44,0.98)","0.4322","0.5630","1.0002","1.0004",5883,4857,4163,3671,1.0014,668
"N00_N29_C64_C65",15,"EQI","0.69(0.11,1.29)*","1.21(0.51,1.94)**","1.24(0.26,2.22)*","0.21(-0.01,0.44)","0.0194","0.0023","1.0007","1.0001",5770,6028,4034,3672,1.0026,3136
"N00_N29_C64_C65",15,"Air","0.54(-0.06,1.12)","0.19(-0.57,0.95)","1.52(0.45,2.56)**","0.24(0.00,0.46)*","0.0744","0.6280","1.0006","1.0002",4856,5692,3262,3833,1.0044,3136
"N00_N29_C64_C65",15,"Water","0.41(-0.54,1.38)","0.23(-0.64,1.13)","1.74(0.80,2.72)***","0.22(-0.01,0.45)","0.3960","0.5951","1.0021","1.0007",5336,5791,3770,3862,1.0071,3136
"N00_N29_C64_C65",15,"Land","-0.94(-1.57,-0.32)**","0.32(-0.43,1.05)","2.17(1.14,3.16)***","0.19(-0.03,0.42)","0.0044","0.3864","1.0008","1.0019",6246,5648,3863,3755,1.0035,3136
"N00_N29_C64_C65",15,"Built","-0.27(-1.01,0.48)","-0.23(-1.02,0.54)","2.01(0.87,3.12)***","0.21(-0.02,0.45)","0.4872","0.5651","1.0009","1.0013",4244,4170,3909,3334,1.0013,3136
"N00_N29_C64_C65",15,"Social","-0.49(-1.38,0.40)","0.32(-0.66,1.30)","1.93(0.73,3.14)**","0.15(-0.09,0.38)","0.2818","0.5197","1.0007","1.0005",3565,3623,3436,3469,1.0052,3136
"N00_N29_C64_C65",15,"RUCC_1_EQI","0.53(-0.03,1.11)","1.97(1.20,2.74)***","1.10(0.06,2.12)*","0.16(-0.08,0.39)","0.0656","0.0002","1.0005","1.0007",5255,5763,4222,3978,1.0027,1088
"N00_N29_C64_C65",15,"RUCC_1_Air","0.38(-0.21,0.97)","0.85(-0.24,1.95)","1.35(0.26,2.49)*","0.17(-0.08,0.42)","0.2035","0.1460","1.0004","1.0018",5398,6514,3492,4154,1.0052,1088
"N00_N29_C64_C65",15,"RUCC_1_Water","0.18(-0.90,1.19)","-0.06(-1.00,0.86)","1.77(0.71,2.82)***","0.20(-0.03,0.44)","0.7271","0.8871","1.0011","0.9999",7140,6619,4012,3563,1.0079,1088
"N00_N29_C64_C65",15,"RUCC_1_Land","-0.89(-1.50,-0.27)**","0.23(-0.56,1.03)","2.21(1.11,3.34)***","0.20(-0.03,0.44)","0.0069","0.5443","1.0008","1.0007",5974,5289,3856,3731,1.0031,1088
"N00_N29_C64_C65",15,"RUCC_1_Built","-0.68(-1.45,0.10)","-0.19(-1.03,0.63)","2.25(1.02,3.43)***","0.21(-0.03,0.45)","0.0852","0.6426","1.0024","1.0012",3511,3352,3661,3614,1.0027,1088
"N00_N29_C64_C65",15,"RUCC_1_Social","-1.20(-2.21,-0.19)*","0.61(-0.75,2.02)","2.67(1.31,4.00)***","0.13(-0.12,0.37)","0.0206","0.4039","1.0009","1.0014",2628,2817,3632,3246,1.0021,1088
"N00_N29_C64_C65",15,"RUCC_2_EQI","1.09(-0.46,2.70)","0.04(-1.96,2.00)","1.80(-0.18,3.66)","0.43(-0.22,1.04)","0.1673","0.9558","1.0011","1.0011",3552,4135,4127,3589,1.0011,323
"N00_N29_C64_C65",15,"RUCC_2_Air","0.51(-0.97,1.90)","-0.95(-2.69,0.81)","2.39(0.56,4.21)*","0.47(-0.12,1.04)","0.4859","0.2756","1.0024","1.0010",2663,3517,3556,3610,1.0024,323
"N00_N29_C64_C65",15,"RUCC_2_Water","1.83(-1.18,5.05)","0.55(-1.28,2.60)","2.34(0.72,3.94)**","0.54(-0.10,1.13)","0.2522","0.5722","1.0004","1.0006",5845,5404,3972,3679,1.0023,323
"N00_N29_C64_C65",15,"RUCC_2_Land","0.13(-1.87,2.16)","0.53(-1.15,2.30)","2.24(0.26,4.16)*","0.51(-0.14,1.13)","0.9042","0.5372","1.0030","1.0010",3061,3732,3492,3382,1.003,323
"N00_N29_C64_C65",15,"RUCC_2_Built","0.61(-1.12,2.14)","-0.12(-2.31,2.13)","1.99(-0.04,4.15)","0.45(-0.26,1.11)","0.4639","0.9271","1.0017","1.0003",2726,3377,3086,4077,1.0017,323
"N00_N29_C64_C65",15,"RUCC_2_Social","0.19(-1.91,2.23)","1.94(-0.42,4.25)","1.87(-0.38,4.11)","0.52(-0.10,1.13)","0.8521","0.1027","1.0009","1.0025",2515,2148,3096,2893,1.0025,323
"N00_N29_C64_C65",15,"RUCC_3_EQI","1.91(-0.05,3.95)","2.09(0.03,4.15)*","2.11(0.21,3.97)*","0.49(-0.16,1.14)","0.0556","0.0473","1.0005","1.0012",4740,4528,4032,3862,1.0012,1057
"N00_N29_C64_C65",15,"RUCC_3_Air","0.87(-1.13,2.87)","0.31(-1.54,2.21)","3.16(1.44,4.90)**","0.45(-0.22,1.11)","0.3960","0.7538","1.0026","1.0030",2221,1829,1600,2771,1.0042,1057
"N00_N29_C64_C65",15,"RUCC_3_Water","0.66(-1.50,2.84)","-0.88(-3.31,1.64)","3.43(1.94,4.90)***","0.39(-0.29,1.06)","0.5651","0.4964","1.0009","1.0012",6120,5761,3465,3491,1.0012,1057
"N00_N29_C64_C65",15,"RUCC_3_Land","-2.00(-3.98,-0.06)*","-0.11(-2.07,1.85)","4.16(2.36,5.94)***","0.34(-0.32,0.98)","0.0431","0.8904","1.0006","0.9996",4582,4653,4101,3683,1.0033,1057
"N00_N29_C64_C65",15,"RUCC_3_Built","0.09(-2.07,2.25)","-0.49(-2.80,1.79)","3.63(1.41,5.81)***","0.44(-0.23,1.11)","0.9217","0.6672","1.0008","1.0017",4370,4088,3779,3423,1.0024,1057
"N00_N29_C64_C65",15,"RUCC_3_Social","-0.49(-2.84,1.89)","2.67(0.43,4.89)*","2.19(-0.01,4.43)","0.25(-0.44,0.92)","0.6772","0.0160","1.0016","1.0008",4921,4303,4005,3881,1.0016,1057
"N00_N29_C64_C65",15,"RUCC_4_EQI","-0.49(-3.04,2.23)","1.23(-1.02,3.51)","0.53(-1.44,2.58)","0.23(-0.55,1.01)","0.7188","0.2810","1.0003","1.0009",4715,4814,3695,3867,1.0015,668
"N00_N29_C64_C65",15,"RUCC_4_Air","2.33(-4.22,8.80)","1.08(-1.01,3.12)","0.41(-1.36,2.20)","0.27(-0.55,1.08)","0.4851","0.3010","1.0017","1.0017",8542,6398,3630,3490,1.0025,668
"N00_N29_C64_C65",15,"RUCC_4_Water","1.08(-2.00,4.11)","1.24(-1.60,4.18)","0.52(-1.11,2.31)","0.21(-0.58,0.97)","0.4772","0.4093","1.0003","1.0022",5475,5941,3571,3399,1.0022,668
"N00_N29_C64_C65",15,"RUCC_4_Land","0.11(-2.31,2.49)","0.73(-1.99,3.55)","0.63(-1.50,2.89)","0.17(-0.66,0.94)","0.9292","0.6117","1.0001","1.0003",3288,4368,3630,3730,1.0017,668
"N00_N29_C64_C65",15,"RUCC_4_Built","-0.12(-2.87,2.69)","1.37(-1.23,3.93)","0.22(-2.28,2.78)","0.20(-0.61,0.99)","0.9283","0.2972","1.0012","1.0016",4241,4347,3399,3703,1.0026,668
"N00_N29_C64_C65",15,"RUCC_4_Social","0.22(-3.03,3.56)","0.23(-2.35,2.75)","0.66(-1.97,3.25)","0.19(-0.59,1.00)","0.9221","0.8663","1.0011","1.0011",3904,3586,3410,3166,1.0011,668
