ICD_Code,Lag,Model,MRD_Improved,MRD_Worsened,Intercept,SM,Improved_p,Worsened_p,Improved_rhat,Worsened_rhat,Improved_ess_bulk,Worsened_ess_bulk,Improved_ess_tail,Worsened_ess_tail,Rhat_max,N
"C00_C97",15,"Air","0.47(-1.39,2.27)","4.00(1.70,6.31)**","19.81(17.08,22.47)***","1.80(1.08,2.56)***","0.6067","0.0019","1.0003","1.0003",4690,5638,3831,3966,1.0042,3136
"C00_C97",15,"Water","-0.99(-4.12,1.93)","-0.68(-3.39,2.02)","20.90(18.14,23.55)***","1.88(1.12,2.60)***","0.5197","0.6105","1.0012","1.0023",4403,4778,3602,3906,1.0027,3136
"C00_C97",15,"Land","-2.70(-4.63,-0.75)**","4.60(2.47,6.73)***","20.76(18.00,23.47)***","1.80(1.06,2.54)***","0.0073","0.0002","1.0001","0.9997",5068,5148,3680,4120,1.0029,3136
"C00_C97",15,"Built","0.81(-1.43,3.15)","1.09(-1.30,3.45)","20.02(16.96,23.03)***","1.92(1.19,2.65)***","0.5034","0.3943","0.9995","0.9997",5531,5264,3910,3928,1.0013,3136
"C00_C97",15,"Social","-3.07(-5.63,-0.51)*","6.00(3.20,8.79)***","20.04(16.79,23.21)***","1.20(0.44,1.98)**","0.0194","0.0002","1.0005","1.0036",5311,5343,4098,4011,1.0036,3136
"C00_C97",15,"RUCC_1_EQI","1.53(-0.23,3.27)","7.16(4.78,9.45)***","17.93(15.44,20.37)***","2.01(1.23,2.79)***","0.0889","0.0002","1.0020","1.0002",6106,6159,3882,4025,1.002,1088
"C00_C97",15,"RUCC_1_Air","-0.35(-2.13,1.46)","5.46(1.96,8.84)**","19.77(17.18,22.39)***","2.03(1.25,2.82)***","0.7063","0.0019","1.0006","1.0017",5693,7218,3763,3757,1.0023,1088
"C00_C97",15,"RUCC_1_Water","-0.09(-3.05,2.84)","0.20(-2.33,2.81)","20.00(17.68,22.37)***","2.12(1.33,2.94)***","0.9667","0.8934","1.0004","1.0010",5032,5871,3777,3504,1.0017,1088
"C00_C97",15,"RUCC_1_Land","-3.18(-5.08,-1.26)***","1.03(-1.27,3.32)","21.15(18.63,23.69)***","1.99(1.20,2.77)***","0.0006","0.3864","1.0021","1.0013",6427,5483,3731,3053,1.0021,1088
"C00_C97",15,"RUCC_1_Built","1.14(-1.07,3.31)","3.43(1.02,5.80)**","18.48(15.66,21.24)***","2.19(1.39,2.96)***","0.3139","0.0069","1.0007","1.0005",5405,5699,3974,4023,1.0011,1088
"C00_C97",15,"RUCC_1_Social","-3.01(-5.78,-0.24)*","8.81(5.09,12.41)***","21.20(18.07,24.38)***","1.81(1.04,2.59)***","0.0356","0.0002","1.0016","1.0004",4795,5585,3932,3804,1.0016,1088
"C00_C97",15,"RUCC_2_EQI","0.59(-3.52,4.66)","4.39(0.20,8.55)*","20.61(16.39,24.77)***","-1.01(-2.74,0.73)","0.7750","0.0406","1.0011","1.0025",5964,6566,3396,4081,1.0025,323
"C00_C97",15,"RUCC_2_Air","4.93(0.80,9.05)*","4.57(-0.26,9.42)","18.99(14.67,23.26)***","-1.02(-2.70,0.71)","0.0248","0.0656","1.0004","1.0011",5153,6385,3622,3862,1.0013,323
"C00_C97",15,"RUCC_2_Water","-1.22(-6.77,4.32)","-0.63(-7.08,5.65)","22.22(18.59,25.70)***","-1.11(-2.84,0.67)","0.6526","0.8417","1.0003","1.0011",6394,7269,3097,3352,1.0017,323
"C00_C97",15,"RUCC_2_Land","3.05(-1.69,7.89)","6.65(2.44,10.56)***","18.13(13.92,22.56)***","-1.29(-2.93,0.45)","0.2164","0.0010","1.0008","1.0034",7385,6636,4195,3774,1.0036,323
"C00_C97",15,"RUCC_2_Built","2.16(-2.06,6.25)","2.20(-2.66,7.03)","20.74(16.47,24.96)***","-0.93(-2.64,0.80)","0.3139","0.3605","1.0008","1.0006",5015,5594,3645,3757,1.0029,323
"C00_C97",15,"RUCC_2_Social","-4.25(-8.72,0.31)","5.71(0.85,10.59)*","21.43(17.24,25.60)***","-1.85(-3.56,-0.06)*","0.0673","0.0235","1.0010","1.0006",4320,4638,3691,3524,1.0027,323
"C00_C97",15,"RUCC_3_EQI","-0.45(-4.97,3.91)","5.19(0.84,9.56)*","27.32(22.78,31.77)***","1.12(-0.54,2.79)","0.8404","0.0194","1.0009","1.0004",4299,4612,3440,4133,1.0014,1057
"C00_C97",15,"RUCC_3_Air","3.38(-1.07,7.84)","0.58(-3.67,4.85)","27.39(23.08,31.57)***","1.15(-0.54,2.84)","0.1402","0.7830","1.0005","1.0007",4613,4462,3721,3684,1.0017,1057
"C00_C97",15,"RUCC_3_Water","-4.66(-10.67,1.27)","-1.49(-7.52,4.41)","28.84(24.90,32.73)***","1.06(-0.61,2.79)","0.1356","0.6297","1.0015","1.0009",5780,5273,3579,3842,1.0018,1057
"C00_C97",15,"RUCC_3_Land","1.88(-2.49,6.18)","7.42(2.98,11.88)***","26.04(21.66,30.22)***","1.21(-0.45,2.88)","0.3972","0.0010","1.0016","1.0005",4542,3938,3797,3886,1.0016,1057
"C00_C97",15,"RUCC_3_Built","1.26(-3.52,6.03)","3.68(-1.13,8.49)","26.61(21.56,31.74)***","1.12(-0.54,2.73)","0.6113","0.1273","1.0013","1.0022",4897,4633,3860,3807,1.0028,1057
"C00_C97",15,"RUCC_3_Social","-0.84(-5.89,4.12)","9.71(4.97,14.45)***","24.22(19.74,28.64)***","0.47(-1.28,2.10)","0.7605","0.0002","0.9997","1.0003",4670,3595,4356,3438,1.0014,1057
"C00_C97",15,"RUCC_4_EQI","3.55(-3.35,10.49)","8.64(1.58,15.39)*","8.14(1.92,14.50)*","-1.31(-4.29,1.67)","0.3164","0.0169","1.0005","1.0021",4759,3633,3757,3843,1.0023,668
"C00_C97",15,"RUCC_4_Air","2.38(-6.92,11.87)","9.75(3.19,16.28)**","8.03(1.90,14.20)**","-1.02(-4.09,1.97)","0.6217","0.0015","1.0020","1.0013",8008,3954,3426,3157,1.002,668
"C00_C97",15,"RUCC_4_Water","2.94(-4.79,10.86)","1.10(-6.38,8.57)","11.14(5.19,17.17)***","-1.66(-4.48,1.18)","0.4789","0.7784","0.9999","0.9999",7670,7301,3643,3514,1.0009,668
"C00_C97",15,"RUCC_4_Land","0.87(-5.68,7.31)","8.67(1.74,15.38)*","9.51(3.09,15.91)**","-1.67(-4.61,1.40)","0.8030","0.0144","1.0013","1.0014",5625,5796,3761,3233,1.0018,668
"C00_C97",15,"RUCC_4_Built","1.63(-5.35,8.75)","3.85(-2.98,10.88)","9.87(3.33,16.69)**","-1.58(-4.60,1.45)","0.6484","0.2710","1.0007","1.0007",5707,4708,4353,4050,1.0007,668
"C00_C97",15,"RUCC_4_Social","-0.15(-7.61,7.25)","6.08(-0.33,12.52)","8.61(1.90,15.44)*","-1.64(-4.58,1.23)","0.9650","0.0623","1.0013","1.0010",5234,4712,3963,3211,1.0017,668
